name,artist_id,track_id,track_name,popularity
Blackbeans,3u45DFB1kjVXKwE14FKXCo,2MvwYhejHpLfBcptTEWhDL,Pink,67
PROXIE,4tNPboeMQnpoUX7IEbPLdF,4Z64nGulQN49i9D03NcF8a,คนไม่คุย (Silent Mode),69
NewJeans,6HvZYsbFfjnjFrWF950C9d,65FftemJ1DbbZ45DUfHJXE,OMG,91
Jeff Satur,5xq3BK55BJmutN0X7eTyQB,4gNkIyfaf2iwPgeLSVIj8O,ลืมไปแล้วว่าลืมยังไง (Fade),70
CHRRISSA,3eK3fsbCi7wc4hThk9wSZO,4CdW5KKyIjrpx6Hz981dUt,เลือดกรุ๊ปบี,69
PiXXiE,6HlUN1Md7UT62mNJHOYRsK,1UxVMaHEm6UJxGOg4ixSZO,ไม่ได้ก็ไม่เอา,69
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,7gRFDGEzF9UkBV233yv2dc,Shut Down,79
Dept,1zVBNAJivxfj3HygJZOSw3,3LejSFG20mSl4IzORHa7Ya,17,64
PURPEECH,3xlC7Dw0uiwprXDHCU9SAu,3v5g7khNHS9726iyuI1iUs,หากจะเพียงขอ(Sincare),68
เรนิษรา,2UmVsCJpQoAGPcaKbCyheW,4pfjFUrtfnnkADqijqKmzP,ฉันคือนักสะสมความเศร้า,67
Boyd Kosiyabong,7LiltnpnD4Q60750gWXrgB,7gKB3piJMHJPRxgpr8jSoB,เหมือนเคย (feat. Seattha Sirachaya),48
NewJeans,6HvZYsbFfjnjFrWF950C9d,6rdkCkjk6D12xRpdMXy0I2,New Jeans,89
VELIKA,1s5OUEKobcxAqQaDKQnRAi,467XT84TTQHkdifhD7eUgQ,หากว่าฉันได้ครอบครอง,67
Post Malone,246dkjvS1zLTtiykXe5h60,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,88
Lower Mansion,0tNQk80J4jiIo3eOVvcda6,1uJbdRLz38VTAXxhyXRC85,เพลงรักในวันลา,65
